Date,High,Low,Open,Close,Volume,Adj Close,symbol,name
2015-01-01,320.43499755859375,314.00299072265625,320.43499755859375,314.2489929199219,8036550.0,314.2489929199219,BTC,Bitcoin
2015-01-02,315.8389892578125,313.56500244140625,314.0790100097656,315.0320129394531,7860650.0,315.0320129394531,BTC,Bitcoin
2015-01-03,315.1499938964844,281.0820007324219,314.84600830078125,281.0820007324219,33054400.0,281.0820007324219,BTC,Bitcoin
2015-01-04,287.2300109863281,257.61199951171875,281.14599609375,264.19500732421875,55629100.0,264.19500732421875,BTC,Bitcoin
2015-01-05,278.34100341796875,265.0840148925781,265.0840148925781,274.4739990234375,43962800.0,274.4739990234375,BTC,Bitcoin
2015-01-06,287.5530090332031,272.6960144042969,274.6109924316406,286.1889953613281,23245700.0,286.1889953613281,BTC,Bitcoin
2015-01-07,298.7539978027344,283.0790100097656,286.0769958496094,294.3370056152344,24866800.0,294.3370056152344,BTC,Bitcoin
2015-01-08,294.135009765625,282.17498779296875,294.135009765625,283.3489990234375,19982500.0,283.3489990234375,BTC,Bitcoin
2015-01-09,291.114013671875,280.5329895019531,282.38299560546875,290.4079895019531,18718600.0,290.4079895019531,BTC,Bitcoin
2015-01-10,288.12701416015625,273.96600341796875,287.3030090332031,274.7959899902344,15264300.0,274.7959899902344,BTC,Bitcoin
2015-01-11,279.63800048828125,265.03900146484375,274.6080017089844,265.6600036621094,18200800.0,265.6600036621094,BTC,Bitcoin
2015-01-12,272.2030029296875,265.20001220703125,266.14599609375,267.7959899902344,18880300.0,267.7959899902344,BTC,Bitcoin
2015-01-13,268.2770080566406,219.906005859375,267.3940124511719,225.86099243164062,72843904.0,225.86099243164062,BTC,Bitcoin
2015-01-14,223.8939971923828,171.50999450683594,223.8939971923828,178.10299682617188,97638704.0,178.10299682617188,BTC,Bitcoin
2015-01-15,229.06700134277344,176.89700317382812,176.89700317382812,209.843994140625,81773504.0,209.843994140625,BTC,Bitcoin
2015-01-16,221.59100341796875,199.77099609375,209.07000732421875,208.0970001220703,38421000.0,208.0970001220703,BTC,Bitcoin
2015-01-17,211.7310028076172,194.875,207.83399963378906,199.25999450683594,23469700.0,199.25999450683594,BTC,Bitcoin
2015-01-18,218.69500732421875,194.50599670410156,200.0500030517578,210.33900451660156,30085100.0,210.33900451660156,BTC,Bitcoin
2015-01-19,216.72799682617188,207.3179931640625,211.4709930419922,214.86099243164062,18658300.0,214.86099243164062,BTC,Bitcoin
2015-01-20,215.24099731445312,205.1529998779297,212.90699768066406,211.31500244140625,24051100.0,211.31500244140625,BTC,Bitcoin
2015-01-21,227.78799438476562,211.21200561523438,211.3780059814453,226.89700317382812,29924600.0,226.89700317382812,BTC,Bitcoin
2015-01-22,237.0189971923828,226.4340057373047,227.32200622558594,233.406005859375,33544600.0,233.406005859375,BTC,Bitcoin
2015-01-23,234.84500122070312,225.1959991455078,233.51699829101562,232.87899780273438,24621700.0,232.87899780273438,BTC,Bitcoin
2015-01-24,248.2100067138672,230.02200317382812,232.6999969482422,247.8470001220703,24782500.0,247.8470001220703,BTC,Bitcoin
2015-01-25,255.07400512695312,243.88999938964844,247.3520050048828,253.71800231933594,33582700.0,253.71800231933594,BTC,Bitcoin
2015-01-26,309.3840026855469,254.07899475097656,254.07899475097656,273.4729919433594,106794000.0,273.4729919433594,BTC,Bitcoin
2015-01-27,275.4800109863281,250.6529998779297,273.1669921875,263.4750061035156,44399000.0,263.4750061035156,BTC,Bitcoin
2015-01-28,266.5350036621094,227.04600524902344,263.35101318359375,233.9149932861328,44352200.0,233.9149932861328,BTC,Bitcoin
2015-01-29,238.70599365234375,220.71200561523438,233.34800720214844,233.51300048828125,32213400.0,233.51300048828125,BTC,Bitcoin
2015-01-30,242.8509979248047,225.83900451660156,232.77200317382812,226.4250030517578,26605200.0,226.4250030517578,BTC,Bitcoin
2015-01-31,233.50399780273438,216.3090057373047,226.4409942626953,217.46400451660156,23348200.0,217.46400451660156,BTC,Bitcoin
2015-02-01,231.57400512695312,212.01499938964844,216.86700439453125,226.9720001220703,29128500.0,226.9720001220703,BTC,Bitcoin
2015-02-02,242.1750030517578,222.65899658203125,226.49099731445312,238.22900390625,30612100.0,238.22900390625,BTC,Bitcoin
2015-02-03,245.95700073242188,224.48300170898438,237.45399475097656,227.26800537109375,40783700.0,227.26800537109375,BTC,Bitcoin
2015-02-04,230.05799865722656,221.11300659179688,227.51100158691406,226.85299682617188,26594300.0,226.85299682617188,BTC,Bitcoin
2015-02-05,239.40499877929688,214.72500610351562,227.6649932861328,217.11099243164062,22516400.0,217.11099243164062,BTC,Bitcoin
2015-02-06,230.50999450683594,216.23199462890625,216.92300415039062,222.26600646972656,24435300.0,222.26600646972656,BTC,Bitcoin
2015-02-07,230.2989959716797,222.60699462890625,222.63299560546875,227.75399780273438,21604200.0,227.75399780273438,BTC,Bitcoin
2015-02-08,229.43800354003906,221.07699584960938,227.6929931640625,223.41200256347656,17145200.0,223.41200256347656,BTC,Bitcoin
2015-02-09,223.9770050048828,217.0189971923828,223.38900756835938,220.11000061035156,27791300.0,220.11000061035156,BTC,Bitcoin
2015-02-10,221.8070068359375,215.33200073242188,220.28199768066406,219.83900451660156,21115100.0,219.83900451660156,BTC,Bitcoin
2015-02-11,223.406005859375,218.07400512695312,219.73199462890625,219.18499755859375,17201900.0,219.18499755859375,BTC,Bitcoin
2015-02-12,222.19900512695312,217.61399841308594,219.20799255371094,221.76400756835938,15206200.0,221.76400756835938,BTC,Bitcoin
2015-02-13,240.25900268554688,221.26199340820312,221.968994140625,235.427001953125,42744400.0,235.427001953125,BTC,Bitcoin
2015-02-14,259.8080139160156,235.5279998779297,235.5279998779297,257.3210144042969,49732500.0,257.3210144042969,BTC,Bitcoin
2015-02-15,265.6109924316406,227.6840057373047,257.5069885253906,234.8249969482422,56552400.0,234.8249969482422,BTC,Bitcoin
2015-02-16,239.52099609375,229.02200317382812,234.8249969482422,233.84300231933594,28153700.0,233.84300231933594,BTC,Bitcoin
2015-02-17,245.77499389648438,232.31399536132812,233.4219970703125,243.61000061035156,27363100.0,243.61000061035156,BTC,Bitcoin
2015-02-18,244.25100708007812,232.33999633789062,243.77999877929688,236.3260040283203,25200800.0,236.3260040283203,BTC,Bitcoin
2015-02-19,242.6719970703125,235.5919952392578,236.41000366210938,240.2830047607422,18270500.0,240.2830047607422,BTC,Bitcoin
2015-02-20,247.1009979248047,239.2989959716797,240.25100708007812,243.7790069580078,23876700.0,243.7790069580078,BTC,Bitcoin
2015-02-21,255.32000732421875,243.1840057373047,243.7519989013672,244.53399658203125,12284200.0,244.53399658203125,BTC,Bitcoin
2015-02-22,246.39199829101562,233.8509979248047,244.54400634765625,235.9770050048828,19527000.0,235.9770050048828,BTC,Bitcoin
2015-02-23,240.10899353027344,232.42100524902344,235.9949951171875,238.89199829101562,16400000.0,238.89199829101562,BTC,Bitcoin
2015-02-24,239.9010009765625,236.40199279785156,238.9980010986328,238.73500061035156,14200400.0,238.73500061035156,BTC,Bitcoin
2015-02-25,239.33999633789062,235.52999877929688,238.88999938964844,237.47000122070312,11496200.0,237.47000122070312,BTC,Bitcoin
2015-02-26,237.7100067138672,234.2570037841797,237.33700561523438,236.42599487304688,13619400.0,236.42599487304688,BTC,Bitcoin
2015-02-27,256.65301513671875,236.43600463867188,236.43600463867188,253.8280029296875,44013900.0,253.8280029296875,BTC,Bitcoin
2015-02-28,254.69200134277344,249.47900390625,253.52000427246094,254.26300048828125,13949300.0,254.26300048828125,BTC,Bitcoin
2015-03-01,261.6600036621094,245.93299865722656,254.2830047607422,260.2019958496094,25213700.0,260.2019958496094,BTC,Bitcoin
2015-03-02,276.3009948730469,258.31298828125,260.35699462890625,275.6700134277344,40465700.0,275.6700134277344,BTC,Bitcoin
2015-03-03,285.7959899902344,268.1610107421875,275.0459899902344,281.7019958496094,50461300.0,281.7019958496094,BTC,Bitcoin
2015-03-04,284.2250061035156,268.1260070800781,281.989990234375,273.0920104980469,41383000.0,273.0920104980469,BTC,Bitcoin
2015-03-05,281.6669921875,264.7690124511719,272.739013671875,276.1780090332031,41302400.0,276.1780090332031,BTC,Bitcoin
2015-03-06,277.6080017089844,270.0150146484375,275.6000061035156,272.7229919433594,28918900.0,272.7229919433594,BTC,Bitcoin
2015-03-07,277.85400390625,270.13299560546875,272.29400634765625,276.260986328125,17825900.0,276.260986328125,BTC,Bitcoin
2015-03-08,277.8580017089844,272.56500244140625,276.4330139160156,274.35400390625,22067900.0,274.35400390625,BTC,Bitcoin
2015-03-09,292.70098876953125,273.89300537109375,274.81201171875,289.60699462890625,59178200.0,289.60699462890625,BTC,Bitcoin
2015-03-10,300.04400634765625,289.7430114746094,289.86199951171875,291.760009765625,67770800.0,291.760009765625,BTC,Bitcoin
2015-03-11,297.3909912109375,290.50799560546875,291.5249938964844,296.3789978027344,33963900.0,296.3789978027344,BTC,Bitcoin
2015-03-12,297.0880126953125,292.4129943847656,296.12701416015625,294.35400390625,32585200.0,294.35400390625,BTC,Bitcoin
2015-03-13,294.49798583984375,285.3370056152344,294.1180114746094,285.3370056152344,31421500.0,285.3370056152344,BTC,Bitcoin
2015-03-14,286.3420104980469,280.97601318359375,284.4419860839844,281.885009765625,22612300.0,281.885009765625,BTC,Bitcoin
2015-03-15,286.52899169921875,280.9960021972656,281.42498779296875,286.39300537109375,11970100.0,286.39300537109375,BTC,Bitcoin
